FundClassId,Symbol,DisplayName,CategoryName,InceptionDate,PriceDate,MSPrice,csrsPrice,ourkuPrice,PerformanceId
0P00018DN5,3055,博时招财二号大数据保本混合,保本基金,2016/8/9,2018/6/19,,,,0P00018DN5
0P00018E3S,3023,博时景发纯债债券,纯债基金,2016/8/3,2018/6/19,,0.9926,0.9926,0P00018E3S
0P00018EB8,2867,新华恒稳添利债券,纯债基金,2016/8/9,2018/6/19,,,1.068,0P00018EB8
0P00018EII,512000,华宝中证全指证券公司ETF,股票型基金,2016/8/30,2018/6/19,,0.7125,0.7125,0P00018EII
0P00018EIK,2830,浙商惠丰定期开放债券,普通债券型基金（封闭式）,2016/8/1,2018/6/19,,,,0P00018EIK
0P00018EY0,519136,海富通瑞丰一年定期开放债券,纯债基金（封闭式）,2016/8/15,2018/6/19,,,,0P00018EY0
0P00018FZ3,3122,鹏华兴盛灵活配置混合A,灵活配置型基金,2016/8/25,2018/6/19,,0.9849,0.9849,0P00018FZ3
0P00018FZ5,3004,招商睿祥定期开放混合,保守混合型基金（封闭式）,2016/8/30,2018/6/19,,,,0P00018FZ5
0P00018HA6,3159,万家恒瑞18个月定期开放债券A,纯债基金（封闭式）,2016/8/15,2018/6/19,,,1.0166,0P00018HA6
0P00018HA7,3160,万家恒瑞18个月定期开放债券C,纯债基金（封闭式）,2016/8/15,2018/6/19,,,1.0093,0P00018HA7
0P00018HJU,3119,博时鑫源灵活配置混合A,灵活配置型基金,2016/8/24,2018/6/19,,1.203,1.203,0P00018HJU
0P00018HJV,3120,博时鑫源灵活配置混合C,灵活配置型基金,2016/8/24,2018/6/19,,1.202,1.202,0P00018HJV
0P00018HJW,3162,博时富宁纯债债券,纯债基金,2016/8/17,2018/6/19,,1.0339,1.0339,0P00018HJW
0P00018IQ8,3046,招商中国信用机会定期开放债券(QDII) 人民币,环球债券（封闭式）,2016/9/2,2018/6/19,,,,0P00018IQ8
0P00018IQ9,3047,招商中国信用机会定期开放债券(QDII) 美元,环球债券（封闭式）,2016/9/2,2018/6/19,,,,0P00018IQ9
0P00018IVN,3059,长信先利半年定期开放混合,保守混合型基金（封闭式）,2016/9/7,2018/6/19,,,,0P00018IVN
0P00018J2C,519208,万家年年恒祥定期开放债券A,纯债基金（封闭式）,2016/9/18,2018/6/19,,,,0P00018J2C
0P00018J2D,519209,万家年年恒祥定期开放债券C,纯债基金（封闭式）,2016/9/18,2018/6/19,,,,0P00018J2D
0P00018J2P,2834,华夏新锦绣灵活配置混合C,灵活配置型基金,2016/8/24,2018/6/19,,,,0P00018J2P
0P00018JGP,168105,九泰泰富定增主题灵活配置混合型,灵活配置型基金（封闭式）,2016/9/26,2018/6/19,,0.9153,0.9153,0P00018JGP
0P00018JRE,3210,博时智臻纯债债券,纯债基金,2016/8/30,2018/6/19,,1.0335,1.0335,0P00018JRE
0P00018JRF,2578,博时裕泉纯债债券,纯债基金,2016/9/7,2018/6/19,,1.019,1.019,0P00018JRF
0P00018JRG,3207,博时富发纯债债券,纯债基金,2016/9/7,2018/6/19,,1.0339,1.0339,0P00018JRG
0P00018JRH,3209,鹏华丰达债券,纯债基金,2016/8/30,2018/6/19,,0.9783,0.9783,0P00018JRH
0P00018JRY,3092,华商丰利增强定期开放债券A,激进债券型基金（封闭式）,2016/9/20,2018/6/19,,,,0P00018JRY
0P00018JRZ,3093,华商丰利增强定期开放债券C,激进债券型基金（封闭式）,2016/9/20,2018/6/19,,,,0P00018JRZ
0P00018JYG,501022,银华鑫盛定增灵活配置混合,灵活配置型基金（封闭式）,2016/10/14,2018/6/19,,0.781,0.781,0P00018JYG
0P00018K1O,2930,博时聚润纯债债券,纯债基金,2016/8/30,2018/6/19,,1.0215,1.0215,0P00018K1O
0P00018KU8,3199,长盛盛琪一年期定期开放债券A,普通债券型基金（封闭式）,2016/9/27,2018/6/19,,,,0P00018KU8
0P00018KU9,3200,长盛盛琪一年期定期开放债券C,普通债券型基金（封闭式）,2016/9/27,2018/6/19,,,,0P00018KU9
0P00018KUB,3260,博时利发纯债债券,纯债基金,2016/9/7,2018/6/19,,1.0032,1.0032,0P00018KUB
0P00018L81,3268,博时悦楚纯债债券,纯债基金,2016/9/9,2018/6/19,,1.0183,1.0183,0P00018L81
0P00018L83,2908,富国睿利定期开放混合,保守混合型基金（封闭式）,2016/9/29,2018/6/19,,,,0P00018L83
0P00018LF1,3259,博时聚利纯债债券,纯债基金,2016/9/18,2018/6/19,,1.0446,1.0446,0P00018LF1
0P00018LLB,2899,富国两年期理财债券C,短债基金（封闭式）,2016/12/1,2018/6/19,,,,0P00018LLB
0P00018MEA,3239,博时安祺一年定期开放债券A,纯债基金（封闭式）,2016/9/29,2018/6/19,,,,0P00018MEA
0P00018MGW,160642,鹏华增瑞灵活配置混合,灵活配置型基金（封闭式）,2016/9/20,2018/6/19,,0.9032,0.9032,0P00018MGW
0P00018MHG,160523,博时安丰18个月定期开债(LOF)C,纯债基金（封闭式）,2016/9/7,2018/6/19,,0.982,,0P00018MHG
0P00018MVH,3273,安信永丰定期开放债券A,普通债券型基金（封闭式）,2016/10/10,2018/6/19,,,,0P00018MVH
0P00018MVI,3274,安信永丰定期开放债券C,普通债券型基金（封闭式）,2016/10/10,2018/6/19,,,,0P00018MVI
0P00018N1J,3331,博时乐臻定期开放混合,保守混合型基金（封闭式）,2016/9/29,2018/6/19,,,,0P00018N1J
0P00018NDS,3221,新华丰利债券A,激进债券型基金,2016/10/26,2018/6/19,,,,0P00018NDS
0P00018NDT,3222,新华丰利债券C,激进债券型基金,2016/10/26,2018/6/19,,,,0P00018NDT
0P00018NDU,3355,招商稳祥定期开放灵活配置混合A,灵活配置型基金（封闭式）,2016/10/11,2018/6/19,,,,0P00018NDU
0P00018NDV,3356,招商稳祥定期开放灵活配置混合C,灵活配置型基金（封闭式）,2016/10/11,2018/6/19,,,,0P00018NDV
0P00018O2M,3381,博时裕信纯债债券,纯债基金,2016/10/25,2018/6/19,,1.0273,,0P00018O2M
0P00018P97,3339,华安睿享定期开放混合A,保守混合型基金（封闭式）,2016/11/2,2018/6/19,,,,0P00018P97
0P00018P98,3340,华安睿享定期开放混合C,保守混合型基金（封闭式）,2016/11/2,2018/6/19,,,,0P00018P98
0P00018PLF,2688,红塔红土长益定期开放债券A,激进债券型基金（封闭式）,2016/10/27,2018/6/19,,,,0P00018PLF
0P00018PLG,2689,红塔红土长益定期开放债券C,激进债券型基金（封闭式）,2016/10/27,2018/6/19,,,,0P00018PLG
0P00018PVP,3434,博时鑫泽灵活配置混合A,灵活配置型基金,2016/10/17,2018/6/19,,1.058,,0P00018PVP
0P00018PVQ,3435,博时鑫泽灵活配置混合C,灵活配置型基金,2016/10/17,2018/6/19,,1.058,,0P00018PVQ
0P00018PVS,3213,中银悦享定期开放债券,纯债基金（封闭式）,2016/9/28,2018/6/19,,,,0P00018PVS
0P00018PZP,3243,上投摩根中国世纪灵活配置混合人民币份额（QDII）,大中华区股债混合,2016/11/11,2018/6/19,,,,0P00018PZP
0P00018Q71,2558,博时鑫瑞灵活配置混合A,灵活配置型基金,2016/10/13,2018/6/19,,1.051,,0P00018Q71
0P00018Q72,2559,博时鑫瑞灵活配置混合C,灵活配置型基金,2016/10/13,2018/6/19,,1.046,,0P00018Q72
0P00018Q73,3309,兴业启元一年定期开放债券A,普通债券型基金（封闭式）,2016/10/27,2018/6/19,,,,0P00018Q73
0P00018Q74,3310,兴业启元一年定期开放债券C,普通债券型基金（封闭式）,2016/10/27,2018/6/19,,,,0P00018Q74
0P00018SNH,1622,新华鑫锐混合,灵活配置型基金,2016/10/26,2018/6/19,,,,0P00018SNH
0P00018SNK,3463,泰达宏利亚洲债券（QDII）A,环球债券,2016/10/14,2018/6/19,,,,0P00018SNK
0P00018SNL,3464,泰达宏利亚洲债券（QDII）C,环球债券,2016/10/14,2018/6/19,,,,0P00018SNL
0P00018SNP,3341,工银瑞信瑞盈18个月定期开放债券,激进债券型基金（封闭式）,2016/11/2,2018/6/19,,,,0P00018SNP
0P00018V79,519326,浦银安盛幸福聚益18个月定期开放债券A,纯债基金（封闭式）,2016/11/17,2018/6/19,,,,0P00018V79
0P00018V7A,519327,浦银安盛幸福聚益18个月定期开放债券C,纯债基金（封闭式）,2016/11/17,2018/6/19,,,,0P00018V7A
0P00018V7B,3350,广发鑫盛18个月定期开放混合,保守混合型基金（封闭式）,2016/11/18,2018/6/19,,,,0P00018V7B
0P00018VUM,3404,招商稳盛定期开放灵活配置混合A,灵活配置型基金（封闭式）,2016/11/10,2018/6/19,,,,0P00018VUM
0P00018VUP,3405,招商稳盛定期开放灵活配置混合C,灵活配置型基金（封闭式）,2016/11/10,2018/6/19,,,,0P00018VUP
0P00018VV0,2140,博时裕诚纯债债券,纯债基金,2016/10/31,2018/6/19,,1.048,,0P00018VV0
0P00018WQD,3573,中信建投稳裕定期开放债券,普通债券型基金（封闭式）,2016/11/7,2018/6/19,,,,0P00018WQD
0P00018X62,3564,博时安诚18个月定期开放债券A,纯债基金（封闭式）,2016/11/10,2018/6/19,,,,0P00018X62
0P00018X64,1824,博时沪港深成长企业混合,沪港深混合型基金,2016/11/2,2018/6/19,,1.109,,0P00018X64
0P00018X9H,3566,博时臻选纯债债券,纯债基金,2016/11/7,2018/6/19,,1.0399,,0P00018X9H
0P00018X9P,3607,博时富益纯债债券,纯债基金,2016/11/4,2018/6/19,,1.036,,0P00018X9P
0P00018X9V,3123,天治鑫利半年定期开放债券A,纯债基金（封闭式）,2016/12/7,2018/6/19,,,,0P00018X9V
0P00018X9W,3124,天治鑫利半年定期开放债券C,纯债基金（封闭式）,2016/12/7,2018/6/19,,,,0P00018X9W
0P00018YGQ,3497,银华添泽定期开放债券,普通债券型基金（封闭式）,2016/11/11,2018/6/19,,,,0P00018YGQ
0P00018ZT8,3258,博时富祥纯债债券,纯债基金,2016/11/10,2018/6/19,,1.0231,,0P00018ZT8
0P00019142,3682,博时安弘一年定期开放债券A,纯债基金（封闭式）,2016/11/15,2018/6/19,,1.0326,,0P00019142
0P00019143,3683,博时安弘一年定期开放债券C,纯债基金（封闭式）,2016/11/15,2018/6/19,,1.0261,,0P00019143
0P000192JY,519206,万家年年恒荣定期开放债券A,普通债券型基金（封闭式）,2016/11/15,2018/6/19,,,,0P000192JY
0P000192JZ,519207,万家年年恒荣定期开放债券C,普通债券型基金（封闭式）,2016/11/15,2018/6/19,,,,0P000192JZ
0P000192K0,3150,中欧睿诚定期开放混合A,保守混合型基金（封闭式）,2016/12/1,2018/6/19,,,,0P000192K0
0P000192K1,3151,中欧睿诚定期开放混合C,保守混合型基金（封闭式）,2016/12/1,2018/6/19,,,,0P000192K1
0P000195D6,3703,博时富鑫纯债债券,纯债基金,2016/11/17,2018/6/19,,1.0205,,0P000195D6
0P000195H9,2891,华夏移动互联灵活配置混合(QDII)人民币,环球股债混合,2016/12/14,2018/6/19,,,,0P000195H9
0P000195HA,2893,华夏移动互联灵活配置混合(QDII)美元现钞,环球股债混合,2016/12/14,2018/6/19,,,,0P000195HA
0P000195HB,2892,华夏移动互联灵活配置混合(QDII)美元现汇,环球股债混合,2016/12/14,2018/6/19,,,,0P000195HB
0P000195PE,160524,博时弘泰定期开放混合,保守混合型基金（封闭式）,2016/12/9,2018/6/19,,,,0P000195PE
0P00019685,501300,海富通全球美元收益债券（QDII-LOF）人民币,环球债券,2016/11/28,2018/6/19,,,,0P00019685
0P00019686,3606,海富通全球美元收益债券（QDII-LOF）美元,环球债券,2016/11/28,2018/6/19,,,,0P00019686
0P000196SO,161125,易方达标普500指数(QDII-LOF) 人民币,美国股票,2016/12/2,2018/6/19,,,,0P000196SO
0P000196SP,3718,易方达标普500指数(QDII-LOF) 美元,美国股票,2016/12/2,2018/6/19,,,,0P000196SP
0P000196SQ,161126,易方达标普医疗保健指数(QDII-LOF) 人民币,行业股票,2016/11/28,2018/6/19,,,,0P000196SQ
0P000196SR,3719,易方达标普医疗保健指数(QDII-LOF) 美元,行业股票,2016/11/28,2018/6/19,,,,0P000196SR
0P000196U2,168301,东海祥龙定增灵活配置混合,灵活配置型基金（封闭式）,2016/12/21,2018/6/19,,,,0P000196U2
0P0001975B,3730,博时富华纯债债券,纯债基金,2016/11/25,2018/6/19,,1.0245,,0P0001975B
0P000197B1,3629,上投摩根全球多元配置（QDII）人民币,环球股债混合,2016/12/19,2018/6/19,,,,0P000197B1
0P000197B2,3630,上投摩根全球多元配置（QDII）美元现钞,环球股债混合,2016/12/19,2018/6/19,,,,0P000197B2
0P000197B3,3631,上投摩根全球多元配置（QDII）美元现汇,环球股债混合,2016/12/19,2018/6/19,,,,0P000197B3
0P000197B6,3739,新华鑫弘灵活配置混合,灵活配置型基金,2016/11/30,2018/6/19,,,,0P000197B6
0P000197H2,3520,万家鑫稳纯债债券A,纯债基金,2016/11/25,2018/6/19,,1.0393,,0P000197H2
0P000197H3,3521,万家鑫稳纯债债券C,纯债基金,2016/11/25,2018/6/19,,1.0364,,0P000197H3
0P000197VS,161127,易方达标普生物科技指数（QDII-LOF）人民币,行业股票,2016/12/13,2018/6/19,,,,0P000197VS
0P000197VT,3720,易方达标普生物科技指数（QDII-LOF）美元,行业股票,2016/12/13,2018/6/19,,,,0P000197VT
0P000197VU,161128,易方达标普信息科技指数（QDII-LOF）人民币,行业股票,2016/12/13,2018/6/19,,,,0P000197VU
0P000197VV,3721,易方达标普信息科技指数（QDII-LOF）美元,行业股票,2016/12/13,2018/6/19,,,,0P000197VV
0P000197WB,519210,万家恒景18个月定期开放债券A,普通债券型基金（封闭式）,2016/12/13,2018/6/19,,1.0471,,0P000197WB
0P000197WD,519211,万家恒景18个月定期开放债券C,普通债券型基金（封闭式）,2016/12/13,2018/6/19,,1.0408,,0P000197WD
0P0001981K,2996,长信稳健纯债债券A,纯债基金,2016/12/13,2018/6/19,,1.043,,0P0001981K
0P0001985M,161129,易方达原油（QDII-LOF）A人民币,商品,2016/12/19,2018/6/19,,,,0P0001985M
0P0001985N,3322,易方达原油（QDII-LOF）A美元,商品,2016/12/19,2018/6/19,,,,0P0001985N
0P0001985O,3321,易方达原油（QDII-LOF）C人民币,商品,2016/12/19,2018/6/19,,,,0P0001985O
0P0001985P,3323,易方达原油（QDII-LOF）C美元,商品,2016/12/19,2018/6/19,,,,0P0001985P
0P000198P3,3743,广发汇平一年定期开放债券A,纯债基金（封闭式）,2017/1/6,2018/6/19,,,,0P000198P3
0P000198P4,3744,广发汇平一年定期开放债券C,纯债基金（封闭式）,2017/1/6,2018/6/19,,,,0P000198P4
0P000198PI,3652,招商招泰6个月定期开放债券A,普通债券型基金（封闭式）,2016/12/23,2018/6/19,,,,0P000198PI
0P000198PJ,3653,招商招泰6个月定期开放债券C,普通债券型基金（封闭式）,2016/12/23,2018/6/19,,,,0P000198PJ
0P000198X7,501029,华宝标普中国A股红利机会指数（LOF）A,股票型基金,2017/1/18,2018/6/19,,0.9633,0.9633,0P000198X7
0P000198XF,3708,博时民丰纯债债券A,纯债基金,2016/11/30,2018/6/19,,1.0036,,0P000198XF
0P000198XH,3709,博时民丰纯债债券C,纯债基金,2016/11/30,2018/6/19,,1.0032,,0P000198XH
0P000198XZ,3632,招商稳乾定期开放灵活配置混合A,灵活配置型基金（封闭式）,2016/12/29,2018/6/19,,,,0P000198XZ
0P000198Y0,3633,招商稳乾定期开放灵活配置混合C,灵活配置型基金（封闭式）,2016/12/29,2018/6/19,,,,0P000198Y0
0P0001992U,2920,中欧强泽债券,普通债券型基金,2017/2/24,2018/6/19,,1.058,,0P0001992U
0P0001993B,3900,交银施罗德瑞鑫定期开放灵活配置混合,灵活配置型基金（封闭式）,2016/12/14,2018/6/19,,,,0P0001993B
0P0001993C,3901,交银施罗德瑞景定期开放灵活配置混合,灵活配置型基金（封闭式）,2016/12/21,2018/6/19,,,,0P0001993C
0P0001997I,3950,博时鑫润灵活配置混合A,灵活配置型基金,2016/12/7,2018/6/19,,1.0316,,0P0001997I
0P0001997J,3951,博时鑫润灵活配置混合C,灵活配置型基金,2016/12/7,2018/6/19,,1.0314,,0P0001997J
0P000199RS,3126,长信纯债半年债券A,纯债基金（封闭式）,2016/12/23,2018/6/19,,,,0P000199RS
0P000199RT,3127,长信纯债半年债券C,纯债基金（封闭式）,2016/12/23,2018/6/19,,,,0P000199RT
0P00019AIO,3856,国都聚鑫定期开放混合,保守混合型基金（封闭式）,2016/12/21,2018/6/19,,,,0P00019AIO
0P00019B3E,3691,农银汇理金泰一年定期开放债券,普通债券型基金（封闭式）,2016/12/27,2018/6/19,,,,0P00019B3E
0P00019BEJ,513050,易方达中证海外中国互联网50 QDII-ETF,行业股票,2017/1/4,2018/6/19,,,,0P00019BEJ
0P00019C5D,3963,博时慧选纯债债券,纯债基金,2016/12/19,2018/6/19,,1.0559,,0P00019C5D
0P00019C5K,4091,博时沪港深价值优选灵活配置混合A,沪港深混合型基金,2017/1/25,2018/6/19,,1.2071,,0P00019C5K
0P00019C5L,4092,博时沪港深价值优选灵活配置混合C,沪港深混合型基金,2017/1/25,2018/6/19,,1.2001,,0P00019C5L
0P00019C5U,3782,招商稳阳定期开放灵活配置混合A,灵活配置型基金（封闭式）,2017/2/23,2018/6/19,,,,0P00019C5U
0P00019C5V,3783,招商稳阳定期开放灵活配置混合C,灵活配置型基金（封闭式）,2017/2/23,2018/6/19,,,,0P00019C5V
0P00019CL9,3436,博时鑫丰灵活配置混合A,灵活配置型基金,2016/12/21,2018/6/19,,0.99,,0P00019CL9
0P00019CLA,3437,博时鑫丰灵活配置混合C,灵活配置型基金,2016/12/21,2018/6/19,,0.991,,0P00019CLA
0P00019DXP,4024,华泰保兴尊诚一年定期开放债券,普通债券型基金（封闭式）,2017/2/23,2018/6/19,,,,0P00019DXP
0P00019ECI,501032,财通福盛定增定期开放灵活配置混合,灵活配置型基金（封闭式）,2017/1/25,2018/6/19,,0.8314,,0P00019ECI
0P00019FNQ,4076,国联安锐意成长混合,激进配置型基金,2017/1/23,2018/6/19,,1.1282,,0P00019FNQ
0P00019GDT,4079,万家鑫丰纯债债券A,纯债基金,2017/1/18,2018/6/19,,1.0612,,0P00019GDT
0P00019GDU,4080,万家鑫丰纯债债券C,纯债基金,2017/1/18,2018/6/19,,1.0586,,0P00019GDU
0P00019GDX,4136,博时民泽纯债债券,纯债基金,2017/1/13,2018/6/19,,1.0251,,0P00019GDX
0P00019GDY,4118,博时裕鹏纯债债券,纯债基金,2016/12/22,2018/6/19,,1.0692,,0P00019GDY
0P00019GE2,160923,大成海外中国机会混合（QDII-LOF）,环球股债混合,2016/12/29,2018/6/19,,,,0P00019GE2
0P00019GE7,4123,兴银长盈半年定期开放债券,纯债基金（封闭式）,2017/3/15,2018/6/19,,,,0P00019GE7
0P00019GVB,4149,博时鑫惠灵活配置混合A,灵活配置型基金,2017/1/10,2018/6/19,,1.0777,,0P00019GVB
0P00019GVC,4150,博时鑫惠灵活配置混合C,灵活配置型基金,2017/1/10,2018/6/19,,1.0761,,0P00019GVC
0P00019GVD,3596,长盛盛腾灵活配置混合A,灵活配置型基金,2017/1/13,2018/6/19,,,,0P00019GVD
0P00019GVE,3597,长盛盛腾灵活配置混合C,灵活配置型基金,2017/1/13,2018/6/19,,,,0P00019GVE
0P00019GVP,4141,兴业瑞丰6个月定期开放债券,纯债基金（封闭式）,2017/3/23,2018/6/19,,,,0P00019GVP
0P00019IDT,4096,鹏华兴康灵活配置混合A,灵活配置型基金,2017/2/22,2018/6/19,,0.9807,,0P00019IDT
0P00019IDU,4117,大成惠祥定期开放纯债债券,纯债基金（封闭式）,2017/2/16,2018/6/19,,1.0193,,0P00019IDU
0P00019IDW,4175,博时鑫泰灵活配置混合A,灵活配置型基金,2016/12/29,2018/6/19,,1.0516,,0P00019IDW
0P00019IDX,4176,博时鑫泰灵活配置混合C,灵活配置型基金,2016/12/29,2018/6/19,,1.049,,0P00019IDX
0P00019IE0,3738,新华华瑞灵活配置混合,灵活配置型基金,2017/1/11,2018/6/19,,,,0P00019IE0
0P00019IIB,1668,汇添富全球移动互联灵活配置混合（QDII）,环球股债混合,2017/1/25,2018/6/19,,,,0P00019IIB
0P00019IR1,4200,博时富瑞纯债债券,纯债基金,2017/3/3,2018/6/19,,1.0366,,0P00019IR1
0P00019IR2,3025,新华红利回报混合,灵活配置型基金,2017/3/27,2018/6/19,,,,0P00019IR2
0P00019IW1,3980,中银证券瑞益定期开放灵活配置混合A,灵活配置型基金（封闭式）,2017/1/25,2018/6/19,,,,0P00019IW1
0P00019IW2,3981,中银证券瑞益定期开放灵活配置混合C,灵活配置型基金（封闭式）,2017/1/25,2018/6/19,,,,0P00019IW2
0P00019J0O,3419,中欧弘安一年定期开放债券,普通债券型基金（封闭式）,2017/4/7,2018/6/19,,,,0P00019J0O
0P00019JIB,3784,招商稳泰定期开放灵活配置混合,灵活配置型基金（封闭式）,2017/2/9,2018/6/19,,,,0P00019JIB
0P00019JIC,4165,北信瑞丰增强回报定期开放混合,保守混合型基金（封闭式）,2017/2/20,2018/6/19,,,,0P00019JIC
0P00019JIF,3972,国富美元债定期债券（QDII）人民币,环球债券（封闭式）,2017/1/25,2018/6/19,,,,0P00019JIF
0P00019K28,3387,工银全球美元债C（QDII）,环球债券,2017/1/23,2018/6/19,,,,0P00019K28
0P00019K29,3385,工银全球美元债A人民币（QDII）,环球债券,2017/1/23,2018/6/19,,,,0P00019K29
0P00019K2A,3386,工银全球美元债A美元现汇（QDII）,环球债券,2017/1/23,2018/6/19,,,,0P00019K2A
0P00019KDE,168106,九泰锐华灵活配置混合A,灵活配置型基金（封闭式）,2016/12/19,2018/6/19,,0.9138,,0P00019KDE
0P00019KDF,168107,九泰锐华定增灵活配置混合C,灵活配置型基金（封闭式）,2016/12/19,2018/6/19,,0.907,,0P00019KDF
0P00019KXS,162719,广发道琼斯美国石油开发与生产指数（QDII-LOF）A,行业股票,2017/2/28,2018/6/19,,,,0P00019KXS
0P00019KXT,4243,广发道琼斯美国石油开发与生产指数（QDII-LOF）C,行业股票,2017/2/28,2018/6/19,,,,0P00019KXT
0P00019L2A,4021,广发汇富一年定期开放债券 A,纯债基金（封闭式）,2017/2/13,2018/6/19,,,,0P00019L2A
0P00019L2B,4022,广发汇富一年定期开放债券 C,纯债基金（封闭式）,2017/2/13,2018/6/19,,,,0P00019L2B
0P00019L2E,4168,博时富嘉纯债债券,纯债基金,2017/1/20,2018/6/19,,1.043,,0P00019L2E
0P00019LFC,4254,民生加银汇鑫一年定期开放债券A,纯债基金（封闭式）,2017/4/25,2018/6/19,,,,0P00019LFC
0P00019LFD,4255,民生加银汇鑫一年定期开放债券C,纯债基金（封闭式）,2017/4/25,2018/6/19,,,,0P00019LFD
0P00019LO1,3238,新华外延增长主题灵活配置混合,灵活配置型基金,2017/3/2,2018/6/19,,,,0P00019LO1
0P00019LX9,4234,中欧数据挖掘多因子灵活配置混合C,灵活配置型基金,2017/1/19,2018/6/19,,0.9219,,0P00019LX9
0P00019M6U,3188,博时聚源纯债债券,纯债基金,2017/2/9,2018/6/19,,1.1294,,0P00019M6U
0P00019M76,4283,中欧达安一年定期开放混合,保守混合型基金（封闭式）,2017/3/3,2018/6/19,,,,0P00019M76
0P00019MHO,3326,招商睿诚定期开放混合,保守混合型基金（封闭式）,2017/4/28,2018/6/19,,,,0P00019MHO
0P00019MPZ,3747,万家鑫享纯债债券A,纯债基金,2017/2/9,2018/6/19,,1.0104,,0P00019MPZ
0P00019MQ0,3748,万家鑫享纯债债券C,纯债基金,2017/2/9,2018/6/19,,1.0058,,0P00019MQ0
0P00019MUA,1066,华夏海外收益债券(QDII) - A 美元现钞,环球债券,2012/12/7,2018/6/19,,,,0P00019MUA
0P00019NHP,4323,博时富海纯债债券,纯债基金,2017/3/6,2018/6/19,,1.008,,0P00019NHP
0P00019NJI,164302,新华惠鑫债券（LOF）C,激进债券型基金,2017/1/24,2018/6/19,,,0.9843,0P00019NJI
0P00019P4B,4307,博时富元纯债债券,纯债基金,2017/2/16,2018/6/19,,1.0088,,0P00019P4B
0P00019PJZ,4218,前海开源裕和定期开放混合,保守混合型基金（封闭式）,2017/4/12,2018/6/19,,,,0P00019PJZ
0P00019PRC,3697,华夏睿磐泰盛六个月定期开放混合,保守混合型基金（封闭式）,2017/3/15,2018/6/19,,,,0P00019PRC
0P00019QPP,4366,博时汇享纯债债券A,纯债基金,2017/2/28,2018/6/19,,1.0232,,0P00019QPP
0P00019QPQ,4367,博时汇享纯债债券C,纯债基金,2017/2/28,2018/6/19,,1.0237,,0P00019QPQ
0P00019QQC,4276,浦银安盛安和回报定期开放混合A,保守混合型基金（封闭式）,2017/3/23,2018/6/19,,,,0P00019QQC
0P00019QQD,4277,浦银安盛安和回报定期开放混合C,保守混合型基金（封闭式）,2017/3/23,2018/6/19,,,,0P00019QQD
0P00019RFM,4284,华宝新优选一年定期开放灵活配置混合,灵活配置型基金（封闭式）,2017/3/23,2018/6/19,,,,0P00019RFM
0P00019RO2,4087,银华添润定期开放债券,普通债券型基金（封闭式）,2017/3/7,2018/6/19,,,,0P00019RO2
0P00019S87,4032,工银瑞信丰淳半年定期开放债券,纯债基金（封闭式）,2017/2/28,2018/6/19,,,,0P00019S87
0P00019SO1,501028,财通多策略福瑞定期开放混合,灵活配置型基金（封闭式）,2016/11/22,2018/6/19,,0.8454,,0P00019SO1
0P00019T43,4122,兴银长益半年定期开放债券,纯债基金（封闭式）,2017/3/15,2018/6/19,,,,0P00019T43
0P00019UCF,3390,江信一年定期开放债券,普通债券型基金（封闭式）,2017/4/17,2018/6/19,,,,0P00019UCF
0P00019UPZ,4389,大成惠明定期开放纯债债券,纯债基金（封闭式）,2017/6/6,2018/6/19,,1.0425,,0P00019UPZ
0P00019VHP,4458,博时华盈纯债债券,纯债基金,2017/3/9,2018/6/19,,1.0048,,0P00019VHP
0P00019VTT,4448,博时汇智回报灵活配置混合,灵活配置型基金,2017/4/12,2018/6/19,,1.216,,0P00019VTT
0P00019WDX,4419,汇添富美元债债券（QDII）人民币A,环球债券,2017/4/20,2018/6/19,,,,0P00019WDX
0P00019WDY,4420,汇添富美元债债券（QDII）人民币C,环球债券,2017/4/20,2018/6/19,,,,0P00019WDY
0P00019WDZ,4464,万家玖盛纯债9个月定期开放债券A,纯债基金（封闭式）,2017/6/7,2018/6/19,,,,0P00019WDZ
0P00019WE0,4465,万家玖盛纯债9个月定期开放债券C,纯债基金（封闭式）,2017/6/7,2018/6/19,,,,0P00019WE0
0P00019WE1,4421,汇添富美元债债券（QDII）美元现汇A,环球债券,2017/4/20,2018/6/19,,,,0P00019WE1
0P00019WE2,4422,汇添富美元债债券（QDII）美元现汇C,环球债券,2017/4/20,2018/6/19,,,,0P00019WE2
0P00019WL7,4063,华夏恒融一年定期开放债券,激进债券型基金（封闭式）,2017/3/23,2018/6/19,,,,0P00019WL7
0P00019WPU,4434,博时逆向投资混合A,激进配置型基金,2017/4/14,2018/6/19,,0.7992,,0P00019WPU
0P00019WPV,4435,博时逆向投资混合C,激进配置型基金,2017/4/14,2018/6/19,,0.7943,,0P00019WPV
0P00019WWX,501301,华宝港股通恒生中国(香港上市)25指数,沪港深股票型基金,2017/4/20,2018/6/19,,1.1573,,0P00019WWX
0P00019WX0,3866,博时富诚纯债债券,纯债基金,2017/3/17,2018/6/19,,1.0014,,0P00019WX0
0P00019X3P,3770,中银丰庆定期开放债券,纯债基金（封闭式）,2017/3/20,2018/6/19,,,,0P00019X3P
0P00019X3W,160723,嘉实原油（QDII-LOF）,商品,2017/4/20,2018/6/19,,,,0P00019X3W
0P00019Z1A,1968,光大保德信尊盈半年定期开放债券A,普通债券型基金（封闭式）,2017/5/23,2018/6/19,,,,0P00019Z1A
